"year","geo_id","name","median_home_value","median_contract_rent","dataset"
2013,"31740","Manhattan, KS Metro Area",156500,705,acs1
2017,"31860","Mankato-North Mankato, MN Metro Area",176500,751,acs1
2018,"31860","Mankato-North Mankato, MN Metro Area",188300,782,acs1
2019,"31860","Mankato-North Mankato, MN Metro Area",191400,766,acs1
2011,"31900","Mansfield, OH Metro Area",106300,444,acs1
2012,"31900","Mansfield, OH Metro Area",104700,462,acs1
2013,"31900","Mansfield, OH Metro Area",96800,480,acs1
2014,"31900","Mansfield, OH Metro Area",101400,441,acs1
2015,"31900","Mansfield, OH Metro Area",100400,465,acs1
2016,"31900","Mansfield, OH Metro Area",102600,492,acs1
2017,"31900","Mansfield, OH Metro Area",104100,510,acs1
2018,"31900","Mansfield, OH Metro Area",107900,468,acs1
2019,"31900","Mansfield, OH Metro Area",114600,485,acs1
2011,"32420","Mayagüez, PR Metro Area",94000,270,acs1
2012,"32420","Mayagüez, PR Metro Area",100700,337,acs1
2013,"32420","Mayagüez, PR Metro Area",105000,290,acs1
2014,"32420","Mayagüez, PR Metro Area",103500,301,acs1
2011,"32580","McAllen-Edinburg-Mission, TX Metro Area",80400,456,acs1
2012,"32580","McAllen-Edinburg-Mission, TX Metro Area",77600,470,acs1
2013,"32580","McAllen-Edinburg-Mission, TX Metro Area",80300,481,acs1
2014,"32580","McAllen-Edinburg-Mission, TX Metro Area",79400,500,acs1
2015,"32580","McAllen-Edinburg-Mission, TX Metro Area",79400,517,acs1
2016,"32580","McAllen-Edinburg-Mission, TX Metro Area",81700,540,acs1
2017,"32580","McAllen-Edinburg-Mission, TX Metro Area",85200,541,acs1
2018,"32580","McAllen-Edinburg-Mission, TX Metro Area",86100,561,acs1
2019,"32580","McAllen-Edinburg-Mission, TX Metro Area",87500,557,acs1
2011,"32780","Medford, OR Metro Area",236200,689,acs1
2012,"32780","Medford, OR Metro Area",234200,740,acs1
2013,"32780","Medford, OR Metro Area",199400,705,acs1
2014,"32780","Medford, OR Metro Area",199800,774,acs1
2015,"32780","Medford, OR Metro Area",222900,774,acs1
2016,"32780","Medford, OR Metro Area",243500,743,acs1
2017,"32780","Medford, OR Metro Area",259900,805,acs1
2018,"32780","Medford, OR Metro Area",291600,835,acs1
2019,"32780","Medford, OR Metro Area",293600,861,acs1
2011,"32820","Memphis, TN-MS-AR Metro Area",138700,593,acs1
2012,"32820","Memphis, TN-MS-AR Metro Area",133400,607,acs1
2013,"32820","Memphis, TN-MS-AR Metro Area",131100,621,acs1
2014,"32820","Memphis, TN-MS-AR Metro Area",128600,637,acs1
2015,"32820","Memphis, TN-MS-AR Metro Area",132900,641,acs1
2016,"32820","Memphis, TN-MS-AR Metro Area",139800,650,acs1
2017,"32820","Memphis, TN-MS-AR Metro Area",142400,671,acs1
2018,"32820","Memphis, TN-MS-AR Metro Area",148800,691,acs1
2019,"32820","Memphis, TN-MS-AR Metro Area",157700,689,acs1
2011,"32900","Merced, CA Metro Area",146100,687,acs1
2012,"32900","Merced, CA Metro Area",146700,712,acs1
2013,"32900","Merced, CA Metro Area",138100,711,acs1
2014,"32900","Merced, CA Metro Area",147200,730,acs1
2015,"32900","Merced, CA Metro Area",173000,726,acs1
2016,"32900","Merced, CA Metro Area",210100,743,acs1
2017,"32900","Merced, CA Metro Area",231300,761,acs1
2018,"32900","Merced, CA Metro Area",253700,825,acs1
2019,"32900","Merced, CA Metro Area",261100,848,acs1
2011,"32940","Meridian, MS Micro Area",74400,391,acs1
2012,"32940","Meridian, MS Micro Area",86000,465,acs1
2013,"32940","Meridian, MS Micro Area",80800,431,acs1
2014,"32940","Meridian, MS Micro Area",81200,449,acs1
2015,"32940","Meridian, MS Micro Area",77500,505,acs1
2016,"32940","Meridian, MS Micro Area",84900,498,acs1
2017,"32940","Meridian, MS Micro Area",90100,468,acs1
2019,"32940","Meridian, MS Micro Area",91500,547,acs1
2011,"33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",195700,940,acs1
2012,"33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",174000,948,acs1
2013,"33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",175500,964,acs1
2014,"33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",188800,988,acs1
2015,"33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",210000,1011,acs1
2016,"33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",241700,1077,acs1
2017,"33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",260600,1122,acs1
2018,"33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",278700,1180,acs1
2019,"33100","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",298800,1224,acs1
2011,"33140","Michigan City-La Porte, IN Metro Area",125800,551,acs1
2012,"33140","Michigan City-La Porte, IN Metro Area",119300,557,acs1
2013,"33140","Michigan City-La Porte, IN Metro Area",121700,548,acs1
2014,"33140","Michigan City-La Porte, IN Metro Area",125200,574,acs1
2015,"33140","Michigan City-La Porte, IN Metro Area",128300,588,acs1
2016,"33140","Michigan City-La Porte, IN Metro Area",126000,568,acs1
2017,"33140","Michigan City-La Porte, IN Metro Area",124200,613,acs1
2018,"33140","Michigan City-La Porte, IN Metro Area",131300,593,acs1
2019,"33140","Michigan City-La Porte, IN Metro Area",133600,624,acs1
2011,"33260","Midland, TX Metro Area",151000,660,acs1
2012,"33260","Midland, TX Metro Area",141600,734,acs1
2013,"33260","Midland, TX Metro Area",148900,779,acs1
2014,"33260","Midland, TX Metro Area",161200,919,acs1
2015,"33260","Midland, TX Metro Area",165600,1075,acs1
2016,"33260","Midland, TX Metro Area",195800,1061,acs1
2017,"33260","Midland, TX Metro Area",188000,925,acs1
2018,"33260","Midland, TX Metro Area",197000,953,acs1
2019,"33260","Midland, TX Metro Area",215800,1128,acs1
2011,"33340","Milwaukee-Waukesha-West Allis, WI Metro Area",203600,651,acs1
2012,"33340","Milwaukee-Waukesha-West Allis, WI Metro Area",198500,664,acs1
2013,"33340","Milwaukee-Waukesha-West Allis, WI Metro Area",192900,671,acs1
2014,"33340","Milwaukee-Waukesha-West Allis, WI Metro Area",188100,686,acs1
2015,"33340","Milwaukee-Waukesha-West Allis, WI Metro Area",190400,706,acs1
2016,"33340","Milwaukee-Waukesha-West Allis, WI Metro Area",198600,718,acs1
2017,"33340","Milwaukee-Waukesha-West Allis, WI Metro Area",204000,737,acs1
2018,"33340","Milwaukee-Waukesha-West Allis, WI Metro Area",213800,745,acs1
2019,"33340","Milwaukee-Waukesha-West Allis, WI Metro Area",222100,766,acs1
2011,"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",225500,778,acs1
2012,"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",210300,785,acs1
2013,"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",203700,820,acs1
2014,"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",206100,837,acs1
2015,"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",216400,857,acs1
2016,"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",231800,898,acs1
2017,"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",240500,926,acs1
2018,"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",254800,966,acs1
2019,"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",270600,987,acs1
2011,"33540","Missoula, MT Metro Area",238800,657,acs1
2012,"33540","Missoula, MT Metro Area",243500,645,acs1
2013,"33540","Missoula, MT Metro Area",220700,666,acs1
2014,"33540","Missoula, MT Metro Area",242300,711,acs1
2015,"33540","Missoula, MT Metro Area",246800,679,acs1
2016,"33540","Missoula, MT Metro Area",246400,699,acs1
2017,"33540","Missoula, MT Metro Area",270300,753,acs1
2018,"33540","Missoula, MT Metro Area",295600,733,acs1
2019,"33540","Missoula, MT Metro Area",302100,776,acs1
2011,"33660","Mobile, AL Metro Area",131800,506,acs1
2012,"33660","Mobile, AL Metro Area",121700,553,acs1
2013,"33660","Mobile, AL Metro Area",125500,567,acs1
2014,"33660","Mobile, AL Metro Area",121200,586,acs1
2015,"33660","Mobile, AL Metro Area",120700,611,acs1
2016,"33660","Mobile, AL Metro Area",120500,612,acs1
2017,"33660","Mobile, AL Metro Area",126800,605,acs1
2018,"33660","Mobile, AL Metro Area",131200,633,acs1
2019,"33660","Mobile, AL Metro Area",131700,633,acs1
2011,"33700","Modesto, CA Metro Area",176800,813,acs1
2012,"33700","Modesto, CA Metro Area",161900,802,acs1
2013,"33700","Modesto, CA Metro Area",159800,806,acs1
2014,"33700","Modesto, CA Metro Area",175000,797,acs1
2015,"33700","Modesto, CA Metro Area",216000,803,acs1
2016,"33700","Modesto, CA Metro Area",243500,863,acs1
2017,"33700","Modesto, CA Metro Area",274300,867,acs1
2018,"33700","Modesto, CA Metro Area",288200,944,acs1
2019,"33700","Modesto, CA Metro Area",318900,983,acs1
2011,"33740","Monroe, LA Metro Area",107700,475,acs1
2012,"33740","Monroe, LA Metro Area",109900,496,acs1
2013,"33740","Monroe, LA Metro Area",113600,442,acs1
2014,"33740","Monroe, LA Metro Area",122800,493,acs1
2015,"33740","Monroe, LA Metro Area",122800,478,acs1
2016,"33740","Monroe, LA Metro Area",124100,505,acs1
2017,"33740","Monroe, LA Metro Area",139000,517,acs1
2018,"33740","Monroe, LA Metro Area",136600,587,acs1
2019,"33740","Monroe, LA Metro Area",156600,573,acs1
2011,"33780","Monroe, MI Metro Area",147400,605,acs1
2012,"33780","Monroe, MI Metro Area",137100,621,acs1
2013,"33780","Monroe, MI Metro Area",128100,633,acs1
2014,"33780","Monroe, MI Metro Area",132100,609,acs1
2015,"33780","Monroe, MI Metro Area",140500,632,acs1
2016,"33780","Monroe, MI Metro Area",145800,612,acs1
2017,"33780","Monroe, MI Metro Area",158800,703,acs1
2018,"33780","Monroe, MI Metro Area",165600,669,acs1
2019,"33780","Monroe, MI Metro Area",168800,707,acs1
2011,"33860","Montgomery, AL Metro Area",133100,571,acs1
2012,"33860","Montgomery, AL Metro Area",125400,538,acs1
2013,"33860","Montgomery, AL Metro Area",123900,586,acs1
2014,"33860","Montgomery, AL Metro Area",122400,587,acs1
2015,"33860","Montgomery, AL Metro Area",134000,615,acs1
2016,"33860","Montgomery, AL Metro Area",138000,632,acs1
2017,"33860","Montgomery, AL Metro Area",135700,637,acs1
2018,"33860","Montgomery, AL Metro Area",138100,637,acs1
2019,"33860","Montgomery, AL Metro Area",144600,663,acs1
2011,"34060","Morgantown, WV Metro Area",128400,584,acs1
2012,"34060","Morgantown, WV Metro Area",153200,573,acs1
2013,"34060","Morgantown, WV Metro Area",148400,555,acs1
2014,"34060","Morgantown, WV Metro Area",149600,596,acs1
2015,"34060","Morgantown, WV Metro Area",137400,646,acs1
2016,"34060","Morgantown, WV Metro Area",163700,745,acs1
2017,"34060","Morgantown, WV Metro Area",159300,641,acs1
2018,"34060","Morgantown, WV Metro Area",189600,675,acs1
2019,"34060","Morgantown, WV Metro Area",171600,693,acs1
2011,"34100","Morristown, TN Metro Area",117900,437,acs1
2012,"34100","Morristown, TN Metro Area",114500,458,acs1
2013,"34100","Morristown, TN Metro Area",114000,466,acs1
2014,"34100","Morristown, TN Metro Area",130100,476,acs1
2015,"34100","Morristown, TN Metro Area",131100,482,acs1
2016,"34100","Morristown, TN Metro Area",134000,483,acs1
2017,"34100","Morristown, TN Metro Area",133500,508,acs1
2018,"34100","Morristown, TN Metro Area",142700,495,acs1
2019,"34100","Morristown, TN Metro Area",146700,525,acs1
2011,"20700","East Stroudsburg, PA Metro Area",202300,833,acs1
2012,"20700","East Stroudsburg, PA Metro Area",191800,695,acs1
2013,"20700","East Stroudsburg, PA Metro Area",178400,782,acs1
2014,"20700","East Stroudsburg, PA Metro Area",176600,874,acs1
2015,"20700","East Stroudsburg, PA Metro Area",167800,903,acs1
2016,"20700","East Stroudsburg, PA Metro Area",166700,779,acs1
2017,"20700","East Stroudsburg, PA Metro Area",164200,794,acs1
2018,"20700","East Stroudsburg, PA Metro Area",164000,874,acs1
2019,"20700","East Stroudsburg, PA Metro Area",173500,859,acs1
2011,"20740","Eau Claire, WI Metro Area",147500,516,acs1
2012,"20740","Eau Claire, WI Metro Area",146500,574,acs1
2013,"20740","Eau Claire, WI Metro Area",148700,604,acs1
2014,"20740","Eau Claire, WI Metro Area",149600,566,acs1
2015,"20740","Eau Claire, WI Metro Area",150400,620,acs1
2016,"20740","Eau Claire, WI Metro Area",151500,635,acs1
2017,"20740","Eau Claire, WI Metro Area",160900,650,acs1
2018,"20740","Eau Claire, WI Metro Area",168900,663,acs1
2019,"20740","Eau Claire, WI Metro Area",171900,684,acs1
2011,"20940","El Centro, CA Metro Area",154100,615,acs1
2012,"20940","El Centro, CA Metro Area",130800,592,acs1
2013,"20940","El Centro, CA Metro Area",133800,595,acs1
2014,"20940","El Centro, CA Metro Area",148400,639,acs1
2015,"20940","El Centro, CA Metro Area",156000,658,acs1
2016,"20940","El Centro, CA Metro Area",169000,636,acs1
2017,"20940","El Centro, CA Metro Area",170900,652,acs1
2018,"20940","El Centro, CA Metro Area",200700,675,acs1
2019,"20940","El Centro, CA Metro Area",214400,638,acs1
2011,"21060","Elizabethtown-Fort Knox, KY Metro Area",136800,505,acs1
2012,"21060","Elizabethtown-Fort Knox, KY Metro Area",135900,549,acs1
2013,"21060","Elizabethtown-Fort Knox, KY Metro Area",140000,575,acs1
2014,"21060","Elizabethtown-Fort Knox, KY Metro Area",136500,548,acs1
2015,"21060","Elizabethtown-Fort Knox, KY Metro Area",136500,594,acs1
2016,"21060","Elizabethtown-Fort Knox, KY Metro Area",141500,576,acs1
2017,"21060","Elizabethtown-Fort Knox, KY Metro Area",156700,592,acs1
2018,"21060","Elizabethtown-Fort Knox, KY Metro Area",144500,638,acs1
2019,"21060","Elizabethtown-Fort Knox, KY Metro Area",157800,645,acs1
2011,"21140","Elkhart-Goshen, IN Metro Area",126200,573,acs1
2012,"21140","Elkhart-Goshen, IN Metro Area",122000,579,acs1
2013,"21140","Elkhart-Goshen, IN Metro Area",120700,598,acs1
2014,"21140","Elkhart-Goshen, IN Metro Area",119300,593,acs1
2015,"21140","Elkhart-Goshen, IN Metro Area",125900,600,acs1
2016,"21140","Elkhart-Goshen, IN Metro Area",134900,614,acs1
2017,"21140","Elkhart-Goshen, IN Metro Area",129300,620,acs1
2018,"21140","Elkhart-Goshen, IN Metro Area",143900,641,acs1
2019,"21140","Elkhart-Goshen, IN Metro Area",152800,667,acs1
2011,"21340","El Paso, TX Metro Area",108200,568,acs1
2012,"21340","El Paso, TX Metro Area",114700,595,acs1
2013,"21340","El Paso, TX Metro Area",113200,626,acs1
2014,"21340","El Paso, TX Metro Area",110900,649,acs1
2015,"21340","El Paso, TX Metro Area",114700,639,acs1
2016,"21340","El Paso, TX Metro Area",113900,660,acs1
2017,"21340","El Paso, TX Metro Area",119600,669,acs1
2018,"21340","El Paso, TX Metro Area",122200,702,acs1
2019,"21340","El Paso, TX Metro Area",123600,679,acs1
2013,"21460","Enterprise, AL Micro Area",108500,440,acs5
2011,"21500","Erie, PA Metro Area",117500,495,acs1
2012,"21500","Erie, PA Metro Area",114600,511,acs1
2013,"21500","Erie, PA Metro Area",115200,522,acs1
2014,"21500","Erie, PA Metro Area",116100,539,acs1
2015,"21500","Erie, PA Metro Area",124400,538,acs1
2016,"21500","Erie, PA Metro Area",121800,552,acs1
2017,"21500","Erie, PA Metro Area",125700,562,acs1
2018,"21500","Erie, PA Metro Area",138700,574,acs1
2019,"21500","Erie, PA Metro Area",143700,600,acs1
2011,"21660","Eugene, OR Metro Area",229400,678,acs1
2012,"21660","Eugene, OR Metro Area",212900,697,acs1
2013,"21660","Eugene, OR Metro Area",206600,706,acs1
2014,"21660","Eugene, OR Metro Area",206700,735,acs1
2015,"21660","Eugene, OR Metro Area",214700,744,acs1
2016,"21660","Eugene, OR Metro Area",235800,784,acs1
2017,"21660","Eugene, OR Metro Area",243500,808,acs1
2018,"21660","Eugene, OR Metro Area",258300,823,acs1
2019,"21660","Eugene, OR Metro Area",281200,864,acs1
2011,"21700","Eureka-Arcata-Fortuna, CA Micro Area",294100,721,acs1
2012,"21700","Eureka-Arcata-Fortuna, CA Micro Area",304900,757,acs1
2013,"21700","Eureka-Arcata-Fortuna, CA Micro Area",280400,738,acs1
2014,"21700","Eureka-Arcata-Fortuna, CA Micro Area",259500,797,acs1
2015,"21700","Eureka-Arcata-Fortuna, CA Micro Area",272200,799,acs1
2016,"21700","Eureka-Arcata-Fortuna, CA Micro Area",278400,805,acs1
2017,"21700","Eureka-Arcata-Fortuna, CA Micro Area",298300,811,acs1
2018,"21700","Eureka-Arcata-Fortuna, CA Micro Area",325200,800,acs1
2019,"21700","Eureka-Arcata-Fortuna, CA Micro Area",326400,865,acs1
2011,"21780","Evansville, IN-KY Metro Area",116300,498,acs1
2012,"21780","Evansville, IN-KY Metro Area",112400,508,acs1
2013,"21780","Evansville, IN-KY Metro Area",115600,510,acs1
2014,"21780","Evansville, IN-KY Metro Area",120900,521,acs1
2015,"21780","Evansville, IN-KY Metro Area",127600,541,acs1
2016,"21780","Evansville, IN-KY Metro Area",130400,544,acs1
2017,"21780","Evansville, IN-KY Metro Area",137300,546,acs1
2018,"21780","Evansville, IN-KY Metro Area",140600,599,acs1
2019,"21780","Evansville, IN-KY Metro Area",146400,586,acs1
2013,"21820","Fairbanks, AK Metro Area",214500,1077,acs1
2014,"21820","Fairbanks, AK Metro Area",218200,1061,acs1
2017,"21820","Fairbanks, AK Metro Area",226900,1189,acs1
2011,"22020","Fargo, ND-MN Metro Area",154600,552,acs1
2012,"22020","Fargo, ND-MN Metro Area",154200,585,acs1
2013,"22020","Fargo, ND-MN Metro Area",160200,602,acs1
2014,"22020","Fargo, ND-MN Metro Area",166900,632,acs1
2015,"22020","Fargo, ND-MN Metro Area",171300,637,acs1
2016,"22020","Fargo, ND-MN Metro Area",193600,691,acs1
2017,"22020","Fargo, ND-MN Metro Area",200200,713,acs1
2018,"22020","Fargo, ND-MN Metro Area",215600,747,acs1
2019,"22020","Fargo, ND-MN Metro Area",221400,765,acs1
2011,"22140","Farmington, NM Metro Area",153200,597,acs1
2012,"22140","Farmington, NM Metro Area",155800,606,acs1
2013,"22140","Farmington, NM Metro Area",145700,589,acs1
2014,"22140","Farmington, NM Metro Area",130500,603,acs1
2015,"22140","Farmington, NM Metro Area",151500,610,acs1
2016,"22140","Farmington, NM Metro Area",147800,643,acs1
2017,"22140","Farmington, NM Metro Area",153100,660,acs1
2018,"22140","Farmington, NM Metro Area",156300,647,acs1
2019,"22140","Farmington, NM Metro Area",149600,707,acs1
2011,"22180","Fayetteville, NC Metro Area",127500,651,acs1
2012,"22180","Fayetteville, NC Metro Area",136400,629,acs1
2013,"22180","Fayetteville, NC Metro Area",127500,679,acs1
2014,"22180","Fayetteville, NC Metro Area",132200,654,acs1
2015,"22180","Fayetteville, NC Metro Area",125900,677,acs1
2016,"22180","Fayetteville, NC Metro Area",127800,681,acs1
2017,"22180","Fayetteville, NC Metro Area",134600,673,acs1
2018,"22180","Fayetteville, NC Metro Area",138100,683,acs1
2019,"22180","Fayetteville, NC Metro Area",138700,714,acs1
2011,"22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area",146300,528,acs1
2012,"22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area",141600,535,acs1
2013,"22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area",137200,558,acs1
2014,"22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area",141000,571,acs1
2015,"22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area",152300,577,acs1
2016,"22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area",159800,589,acs1
2017,"22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area",166600,616,acs1
2018,"22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area",173100,643,acs1
2019,"22220","Fayetteville-Springdale-Rogers, AR-MO Metro Area",173600,671,acs1
2011,"22380","Flagstaff, AZ Metro Area",233800,830,acs1
2012,"22380","Flagstaff, AZ Metro Area",202100,793,acs1
2013,"22380","Flagstaff, AZ Metro Area",214300,834,acs1
2014,"22380","Flagstaff, AZ Metro Area",204800,944,acs1
2015,"22380","Flagstaff, AZ Metro Area",227500,846,acs1
2016,"22380","Flagstaff, AZ Metro Area",228600,972,acs1
2017,"22380","Flagstaff, AZ Metro Area",272000,861,acs1
2018,"22380","Flagstaff, AZ Metro Area",277400,1022,acs1
2019,"22380","Flagstaff, AZ Metro Area",293800,1114,acs1
2011,"22420","Flint, MI Metro Area",94100,521,acs1
2012,"22420","Flint, MI Metro Area",87900,518,acs1
2013,"22420","Flint, MI Metro Area",84100,517,acs1
2014,"22420","Flint, MI Metro Area",82800,541,acs1
2015,"22420","Flint, MI Metro Area",93800,542,acs1
2016,"22420","Flint, MI Metro Area",99200,546,acs1
2017,"22420","Flint, MI Metro Area",106900,542,acs1
2018,"22420","Flint, MI Metro Area",110000,574,acs1
2019,"22420","Flint, MI Metro Area",118700,593,acs1
2011,"22500","Florence, SC Metro Area",100800,418,acs1
2012,"22500","Florence, SC Metro Area",107300,457,acs1
2013,"22500","Florence, SC Metro Area",102700,455,acs1
2014,"22500","Florence, SC Metro Area",112600,473,acs1
2015,"22500","Florence, SC Metro Area",108700,466,acs1
2016,"22500","Florence, SC Metro Area",115300,488,acs1
2017,"22500","Florence, SC Metro Area",113700,535,acs1
2018,"22500","Florence, SC Metro Area",114900,538,acs1
2019,"22500","Florence, SC Metro Area",124800,552,acs1
2011,"22520","Florence-Muscle Shoals, AL Metro Area",107300,396,acs1
2012,"22520","Florence-Muscle Shoals, AL Metro Area",110200,388,acs1
2013,"22520","Florence-Muscle Shoals, AL Metro Area",113400,402,acs1
2014,"22520","Florence-Muscle Shoals, AL Metro Area",111000,401,acs1
2015,"22520","Florence-Muscle Shoals, AL Metro Area",110700,438,acs1
2016,"22520","Florence-Muscle Shoals, AL Metro Area",114800,456,acs1
2017,"22520","Florence-Muscle Shoals, AL Metro Area",132100,450,acs1
2018,"22520","Florence-Muscle Shoals, AL Metro Area",134600,485,acs1
2019,"22520","Florence-Muscle Shoals, AL Metro Area",145800,447,acs1
2011,"22540","Fond du Lac, WI Metro Area",147700,535,acs1
2012,"22540","Fond du Lac, WI Metro Area",149400,547,acs1
2013,"22540","Fond du Lac, WI Metro Area",141700,582,acs1
2014,"22540","Fond du Lac, WI Metro Area",142600,623,acs1
2015,"22540","Fond du Lac, WI Metro Area",141600,585,acs1
2016,"22540","Fond du Lac, WI Metro Area",146700,587,acs1
2017,"22540","Fond du Lac, WI Metro Area",157700,604,acs1
2018,"22540","Fond du Lac, WI Metro Area",152100,637,acs1
2019,"22540","Fond du Lac, WI Metro Area",162700,635,acs1
2011,"22660","Fort Collins, CO Metro Area",247600,816,acs1
2012,"22660","Fort Collins, CO Metro Area",241500,861,acs1
2013,"22660","Fort Collins, CO Metro Area",243600,871,acs1
2014,"22660","Fort Collins, CO Metro Area",260100,885,acs1
2015,"22660","Fort Collins, CO Metro Area",269700,927,acs1
2016,"22660","Fort Collins, CO Metro Area",298100,991,acs1
2017,"22660","Fort Collins, CO Metro Area",339900,1097,acs1
2018,"22660","Fort Collins, CO Metro Area",359800,1130,acs1
2019,"22660","Fort Collins, CO Metro Area",398300,1254,acs1
2011,"22900","Fort Smith, AR-OK Metro Area",99800,437,acs1
2012,"22900","Fort Smith, AR-OK Metro Area",97900,434,acs1
2013,"22900","Fort Smith, AR-OK Metro Area",98600,444,acs1
2014,"22900","Fort Smith, AR-OK Metro Area",105800,459,acs1
2015,"22900","Fort Smith, AR-OK Metro Area",106700,480,acs1
2016,"22900","Fort Smith, AR-OK Metro Area",108400,465,acs1
2017,"22900","Fort Smith, AR-OK Metro Area",103600,495,acs1
2018,"22900","Fort Smith, AR-OK Metro Area",114800,466,acs1
2019,"22900","Fort Smith, AR-OK Metro Area",120000,507,acs1
2011,"23060","Fort Wayne, IN Metro Area",113200,509,acs1
2012,"23060","Fort Wayne, IN Metro Area",112000,527,acs1
2013,"23060","Fort Wayne, IN Metro Area",114800,527,acs1
2014,"23060","Fort Wayne, IN Metro Area",113000,532,acs1
2015,"23060","Fort Wayne, IN Metro Area",115200,531,acs1
2016,"23060","Fort Wayne, IN Metro Area",123700,568,acs1
2017,"23060","Fort Wayne, IN Metro Area",121100,570,acs1
2018,"23060","Fort Wayne, IN Metro Area",133700,603,acs1
2019,"23060","Fort Wayne, IN Metro Area",135700,621,acs1
2011,"23420","Fresno, CA Metro Area",212500,707,acs1
2012,"23420","Fresno, CA Metro Area",184300,730,acs1
2013,"23420","Fresno, CA Metro Area",174200,740,acs1
2014,"23420","Fresno, CA Metro Area",185200,738,acs1
2015,"23420","Fresno, CA Metro Area",204700,760,acs1
2016,"23420","Fresno, CA Metro Area",220100,760,acs1
2017,"23420","Fresno, CA Metro Area",238100,784,acs1
2018,"23420","Fresno, CA Metro Area",248700,796,acs1
2019,"23420","Fresno, CA Metro Area",274400,835,acs1
2011,"23460","Gadsden, AL Metro Area",91700,402,acs1
2012,"23460","Gadsden, AL Metro Area",103600,399,acs1
2013,"23460","Gadsden, AL Metro Area",90500,398,acs1
2014,"23460","Gadsden, AL Metro Area",101900,422,acs1
2015,"23460","Gadsden, AL Metro Area",99700,452,acs1
2016,"23460","Gadsden, AL Metro Area",99200,469,acs1
2017,"23460","Gadsden, AL Metro Area",109400,437,acs1
2018,"23460","Gadsden, AL Metro Area",115200,463,acs1
2019,"23460","Gadsden, AL Metro Area",127800,492,acs1
2011,"23540","Gainesville, FL Metro Area",170600,716,acs1
2012,"23540","Gainesville, FL Metro Area",162200,686,acs1
2013,"23540","Gainesville, FL Metro Area",162000,696,acs1
2014,"23540","Gainesville, FL Metro Area",151200,690,acs1
2015,"23540","Gainesville, FL Metro Area",155100,704,acs1
2016,"23540","Gainesville, FL Metro Area",164400,712,acs1
2017,"23540","Gainesville, FL Metro Area",170400,751,acs1
2018,"23540","Gainesville, FL Metro Area",170700,788,acs1
2019,"23540","Gainesville, FL Metro Area",184100,843,acs1
2011,"23580","Gainesville, GA Metro Area",180600,643,acs1
2012,"23580","Gainesville, GA Metro Area",161600,639,acs1
2013,"23580","Gainesville, GA Metro Area",152400,658,acs1
2014,"23580","Gainesville, GA Metro Area",160900,650,acs1
2015,"23580","Gainesville, GA Metro Area",156400,679,acs1
2016,"23580","Gainesville, GA Metro Area",173600,690,acs1
2017,"23580","Gainesville, GA Metro Area",184000,711,acs1
2018,"23580","Gainesville, GA Metro Area",195600,733,acs1
2019,"23580","Gainesville, GA Metro Area",217900,827,acs1
2011,"23900","Gettysburg, PA Metro Area",203100,635,acs1
2012,"23900","Gettysburg, PA Metro Area",195200,628,acs1
2013,"23900","Gettysburg, PA Metro Area",190900,616,acs1
2014,"23900","Gettysburg, PA Metro Area",192900,673,acs1
2015,"23900","Gettysburg, PA Metro Area",190700,671,acs1
2016,"23900","Gettysburg, PA Metro Area",193800,685,acs1
2017,"23900","Gettysburg, PA Metro Area",206900,697,acs1
2018,"23900","Gettysburg, PA Metro Area",203500,695,acs1
2019,"23900","Gettysburg, PA Metro Area",206800,795,acs1
2011,"24020","Glens Falls, NY Metro Area",170900,623,acs1
2012,"24020","Glens Falls, NY Metro Area",165900,640,acs1
2013,"24020","Glens Falls, NY Metro Area",168600,694,acs1
2014,"24020","Glens Falls, NY Metro Area",165400,676,acs1
2015,"24020","Glens Falls, NY Metro Area",160100,635,acs1
2016,"24020","Glens Falls, NY Metro Area",163200,707,acs1
2017,"24020","Glens Falls, NY Metro Area",171300,736,acs1
